NO,TRS_TYPE,NOCUST,NAMAOUTLET,ALAMATOUTLET,KOTA,CABANG,KODE_SEKTORAL,NO_INVC,TGL_INVC,KODEBARANG,NAMABARANG,KEMASAN,QTYSALES,QTYBONUS,VALUEHNA,SPEC_DISC,DISC_DBM,SALES_DISC,CASH1_DISC,VALUE_NET_SALES,EXP_DATE,BATCH_NUM,Month,NAMASALESMAN
606,RETUR,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-RPJ-22001115,25/03/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,-11,0,-880000,20,10,0,0,-616000,45261,2101298,3,AZIS SYAHPUTRA (AP&RS)
607,RETUR,1400325,DWI JAYA.TO,JL MAYOR NO 7 F,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001118,25/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BAYU PRATAMA (GT)
608,RETUR,1400325,DWI JAYA.TO,JL MAYOR NO 7 F,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001118,25/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BAYU PRATAMA (GT)
609,RETUR,14000145,SEHATI.TO,JL. BESAR KELUMPANG DSN. IV TIRTA SARI,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001119,25/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BAYU PRATAMA (GT)
610,RETUR,14000145,SEHATI.TO,JL. BESAR KELUMPANG DSN. IV TIRTA SARI,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001119,25/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BAYU PRATAMA (GT)
611,SALES,1405700,BALI.TO,JL. PSR.RAMAI NO. 14 KOMP. P. RAMAI,MEDAN,DBM Medan,ATOB,MDA-SPJ-22006561,25/03/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,240,0,12240000,13,0,0,0,10648800,45078,2201002,3,FITRI HANDAYANI (TSE DUO MEDAN
612,SALES,1410070,METRO ARTHA PRAKASA.PT,JL. MESJID TAUFIG NO. 120 B TEGAL REJO. MEDAN PERJ,MEDAN,DBM Medan,APBF,MDA-SPJ-22006606,25/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,120,0,4380000,25,0,0,0,3285000,45474,2108052,3,FITRI HANDAYANI (TSE DUO MEDAN
613,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22006617,25/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,72,0,2664000,8,0,0,0,2450880,45078,2201001,3,AZIS SYAHPUTRA (AP&RS)
614,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22006617,25/03/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,72,0,6768000,8,0,0,0,6226560,45474,2108157,3,AZIS SYAHPUTRA (AP&RS)
615,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22006617,25/03/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,24,0,2280000,30,0,0,0,1596000,45139,2009092,3,AZIS SYAHPUTRA (AP&RS)
616,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22006617,25/03/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,12,0,960000,20,0,0,0,768000,45261,2101298,3,AZIS SYAHPUTRA (AP&RS)
617,SALES,1407036,CITY.Ap,JL.K.L. YOS SUDARSO KM 7.1 NO. 1-A,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006637,25/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
618,SALES,14000249,WINA.Bidan,JL. ALUMINIUM RAYA NO. 6 TANJUNG MULIA,MEDAN,DBM Medan,AKLN,MDA-SPJ-22006638,25/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
619,SALES,1409362,RAYA IV.Ap,JL. RUMAH POTONG HEWAN NO. 121 B,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006643,25/03/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,12,0,336000,20,0,0,0,268800,45444,2107236,3,FITRI HANDAYANI (TSE DUO MEDAN
620,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22006644,25/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,48,0,1776000,8,0,0,0,1633920,45078,2201001,3,AZIS SYAHPUTRA (AP&RS)
621,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22006644,25/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,12,0,1128000,7,0,0,0,1049040,45413,2106335,3,AZIS SYAHPUTRA (AP&RS)
622,SALES,1410786,WATIYEM.Bidan,JL. PANCING LK. V KEL. MABAR HILIR,MEDAN,DBM Medan,AKLN,MDA-SPJ-22006646,25/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,444000,8,0,0,0,408480,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
623,SALES,1408890,BUANA INDAH.Ap,JL.JEND.SUDIRMAN BLOK A NO.3-4,KOTA PINANG,DBM Medan,AAPR,MDA-SPJ-22006734,26/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,120,0,4440000,8,0,0,0,4084800,45078,2201001,3,FRANS (ALL SEKTOR)
624,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22006739,26/03/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,36,0,6624000,27.5,0,0,0,4802400,45444,2107161,3,IRPAN GUNAWAN (AP & RS)
625,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22006740,26/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,240,0,8880000,8,0,0,0,8169600,45078,2201001,3,IRPAN GUNAWAN (AP & RS)
626,SALES,14000724,PAK PAK. TO,JL RAWE I NO 10 MARTUBUNG,MEDAN,DBM Medan,ATOB,MDA-SPJ-22006743,26/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
627,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22006751,26/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
628,SALES,1407937,SAMUDRA.Ap,JL. SEKIP NO.20,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006777,28/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,48,0,1776000,8,0,0,0,1633920,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
629,SALES,1401292,SAUDARA BARU.Ap,JL. K.F. TANDEAN NO.10 LK I,TEBING TINGGI,DBM Medan,AAPR,MDA-SPJ-22006779,28/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45078,2201001,3,BUDIONO (ALL SEKTOR)
630,SALES,1410401,MW RAMBUTAN 2.Ap,JL. SETIA BUDI PASAR I NO. 135 MEDAN SELAYANG,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006818,28/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
631,SALES,1411177,BONA 1.Ap,JL. JAMIN GINTING NO. 128 / 130,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006819,28/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
632,RETUR,1409305,EBEN NEZER.Tk,JL. SISINGAMANGARAJA NO. 234,TARUTUNG,DBM Medan,BTKL,MDA-RPJ-22001156,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
633,RETUR,1409305,EBEN NEZER.Tk,JL. SISINGAMANGARAJA NO. 234,TARUTUNG,DBM Medan,BTKL,MDA-RPJ-22001156,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
634,RETUR,1406851,DAMAI.Tk,JL. SM. RAJA NO. 3,PORSEA,DBM Medan,BTKL,MDA-RPJ-22001157,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
635,RETUR,1406851,DAMAI.Tk,JL. SM. RAJA NO. 3,PORSEA,DBM Medan,BTKL,MDA-RPJ-22001157,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
636,RETUR,1404876,B SITORUS.Tk,JL. SM.RAJA,PORSEA,DBM Medan,BTKL,MDA-RPJ-22001158,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
637,RETUR,1404876,B SITORUS.Tk,JL. SM.RAJA,PORSEA,DBM Medan,BTKL,MDA-RPJ-22001158,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
638,RETUR,1400116,MAJU.TO,JL CIPTO NO.109,P. SIANTAR,DBM Medan,ATOB,MDA-RPJ-22001159,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
639,RETUR,1400116,MAJU.TO,JL CIPTO NO.109,P. SIANTAR,DBM Medan,ATOB,MDA-RPJ-22001159,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
640,RETUR,1409919,MEGUMI.Ap,JL. KARTINI NO. 48,P. SIANTAR,DBM Medan,AAPR,MDA-RPJ-22001160,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
641,RETUR,1409919,MEGUMI.Ap,JL. KARTINI NO. 48,P. SIANTAR,DBM Medan,AAPR,MDA-RPJ-22001160,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
642,RETUR,1409320,CAHAYA.Ap,JL. MELANTHON SIREGAR NO. 23,P. SIANTAR,DBM Medan,AAPR,MDA-RPJ-22001161,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
643,RETUR,1409320,CAHAYA.Ap,JL. MELANTHON SIREGAR NO. 23,P. SIANTAR,DBM Medan,AAPR,MDA-RPJ-22001161,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
644,RETUR,1410260,SALIDO.Ap,JL. SUTOMO NO.53 SIANTAR BARAT,P. SIANTAR,DBM Medan,AAPR,MDA-RPJ-22001162,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
645,RETUR,1410260,SALIDO.Ap,JL. SUTOMO NO.53 SIANTAR BARAT,P. SIANTAR,DBM Medan,AAPR,MDA-RPJ-22001162,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
646,RETUR,1410713,SARVITA.Tk,JL. GEREJA NO. 76 PEMATANG BANDAR,P. SIANTAR,DBM Medan,BTKL,MDA-RPJ-22001163,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,BUDIONO (ALL SEKTOR)
647,RETUR,1410713,SARVITA.Tk,JL. GEREJA NO. 76 PEMATANG BANDAR,P. SIANTAR,DBM Medan,BTKL,MDA-RPJ-22001163,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,BUDIONO (ALL SEKTOR)
648,RETUR,14000061,ABADI JAYA AP,JL RAKYAT NO 101,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001164,29/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-1,0,-35000,0,10,0,0,-31500,44743,2102044,3,SISWANI PARAPAT (AP.RS))
649,RETUR,1402344,YAMIN.Ap,JL.PROF. HM YAMIN NO 374,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001166,29/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-2,0,-70000,0,0,10,0,-63000,44743,2102044,3,"MUHAMMAD HAIRUL (TSE DUO MDN)"
650,RETUR,1410007,PT. MENARA ANUGERAH SENTOSA,JL. RS. HAJI KOMP. MUTIARA RESIDENCE  BLOK R NO. 1,KAB. DELI SERDANG SUMATERA UTARA,DBM Medan,APBF,MDA-RPJ-22001183,29/03/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,-1,0,-88863.64,35,0,0,0,-57761366,44621,1903134,3,SISWANI PARAPAT (AP.RS))
651,RETUR,1410007,PT. MENARA ANUGERAH SENTOSA,JL. RS. HAJI KOMP. MUTIARA RESIDENCE  BLOK R NO. 1,KAB. DELI SERDANG SUMATERA UTARA,DBM Medan,APBF,MDA-RPJ-22001184,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-3,0,-103500,25,0,0,0,-77625,44682,1905072,3,SISWANI PARAPAT (AP.RS))
652,RETUR,1410378,VITA JAYA FARMA.Ap,JL. WR SUPRATMAN,RANTAU PRAPAT,DBM Medan,AAPR,MDA-RPJ-22001188,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,FRANS (ALL SEKTOR)
653,RETUR,1410378,VITA JAYA FARMA.Ap,JL. WR SUPRATMAN,RANTAU PRAPAT,DBM Medan,AAPR,MDA-RPJ-22001188,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,FRANS (ALL SEKTOR)
654,RETUR,1405103,SEMANGAT.Ap,JL. SUDIRMAN NO.56,KOTA PINANG,DBM Medan,AAPR,MDA-RPJ-22001189,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,FRANS (ALL SEKTOR)
655,RETUR,1405103,SEMANGAT.Ap,JL. SUDIRMAN NO.56,KOTA PINANG,DBM Medan,AAPR,MDA-RPJ-22001189,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,FRANS (ALL SEKTOR)
656,RETUR,1405011,RIDOS.Ap,JL. MENTENG VII NO.62,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001190,29/03/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,-1,0,-26250,0,0,0,0,-26250,44317,1805241,3,IRPAN GUNAWAN (AP & RS)
657,RETUR,1405011,RIDOS.Ap,JL. MENTENG VII NO.62,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001190,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
658,RETUR,1411236,KAMBUNA.Ap,JL. KARYA WISATA KOMP. JOHOR SUMMERVILLE  B2/15,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001191,29/03/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,-1,0,-26250,0,0,0,0,-26250,44317,1805241,3,IRPAN GUNAWAN (AP & RS)
659,RETUR,1411236,KAMBUNA.Ap,JL. KARYA WISATA KOMP. JOHOR SUMMERVILLE  B2/15,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001191,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
660,RETUR,1410974,BERKAT ANANDA.Ap,JL. KARYA WISATA 135 - D,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001192,29/03/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,-1,0,-26250,0,0,0,0,-26250,45444,2107236,3,IRPAN GUNAWAN (AP & RS)
661,RETUR,1410974,BERKAT ANANDA.Ap,JL. KARYA WISATA 135 - D,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001192,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
662,RETUR,1409359,RACHEL FARMA.Ap,JL. ABDUL HARIS NASUTION NO. 3,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001193,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,IRPAN GUNAWAN (AP & RS)
663,RETUR,1409359,RACHEL FARMA.Ap,JL. ABDUL HARIS NASUTION NO. 3,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001193,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
664,RETUR,1408053,BUNDA.Ap,JL. BESAR DELI TUA  KM. 8.5 No. 22/37,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001194,29/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,IRPAN GUNAWAN (AP & RS)
665,RETUR,1408053,BUNDA.Ap,JL. BESAR DELI TUA  KM. 8.5 No. 22/37,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001194,29/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
666,SALES,1407937,SAMUDRA.Ap,JL. SEKIP NO.20,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006859,29/03/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,24,0,2280000,30,0,0,0,1596000,45139,2009092,3,FITRI HANDAYANI (TSE DUO MEDAN
667,SALES,1407937,SAMUDRA.Ap,JL. SEKIP NO.20,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006859,29/03/2022,CCM014,NATURALLE TONGKAT ALI PLUS (BTL/60),BTL,12,0,1332000,20,0,0,0,1065600,45261,2101299,3,FITRI HANDAYANI (TSE DUO MEDAN
668,SALES,1407937,SAMUDRA.Ap,JL. SEKIP NO.20,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006859,29/03/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,12,0,960000,20,0,0,0,768000,45261,2101298,3,FITRI HANDAYANI (TSE DUO MEDAN
669,SALES,1408817,GUNA F.Ap,JL.KAPITEN PURBA NO.2 SIMP.SIMALINGKAR,MEDAN,DBM Medan,AAPR,MDA-SPJ-22006863,29/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
670,SALES,1410749,ROMERO.Ap,JL. T. IMAN BONJOL NO. 40 LUBUK PAKAM,DELI SERDANG,DBM Medan,AAPR,MDA-SPJ-22006904,29/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
671,SALES,1410749,ROMERO.Ap,JL. T. IMAN BONJOL NO. 40 LUBUK PAKAM,DELI SERDANG,DBM Medan,AAPR,MDA-SPJ-22006904,29/03/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,2,0,190000,15,0,0,0,161500,45139,2009092,3,FITRI HANDAYANI (TSE DUO MEDAN
672,SALES,1410162,GEMILANG.Ap,JL. SUTOMO NO. 131 LUBUK PAKAM,DELI SERDANG,DBM Medan,AAPR,MDA-SPJ-22006907,29/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
673,SALES,1402687,KELUARGA.Ap,JL. KH DAHLAN NO 65,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22006912,29/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
674,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22006933,30/03/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,72,0,2016000,20,0,0,0,1612800,45444,2107236,3,IRPAN GUNAWAN (AP & RS)
675,SALES,1409299,YOHANA FARMA.Ap,JL. COKROAMINOTO NO. 314 KEL. KISARAN BARU KEC. KI,KISARAN,DBM Medan,AAPR,MDA-SPJ-22006950,30/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,3,FRANS (ALL SEKTOR)
676,SALES,1408890,BUANA INDAH.Ap,JL.JEND.SUDIRMAN BLOK A NO.3-4,KOTA PINANG,DBM Medan,AAPR,MDA-SPJ-22006966,30/03/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,12,0,744000,30,0,0,0,520800,45413,2106375,3,FRANS (ALL SEKTOR)
677,SALES,1400012,*** KARYAWAN ***,JL. GATOT SUBROTO NO. 248,MEDAN,DBM Medan,BPRK,MDA-SPJ-22006986,30/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,2,0,74000,0,0,10,0,66600,45078,2201001,3,KREDIT KANTOR
678,SALES,1407001,NALAMBOK.Ap,JL. NIAGA NO. 41,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22007014,30/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,120,0,4440000,8,0,0,0,4084800,45078,2201001,3,AZIS SYAHPUTRA (AP&RS)
679,SALES,1409441,SURIATAMA MAHKOTA KENCANA.PT (SUZUYA MARELAN),JL. MARELAN RAYA TANAH 600,MEDAN,DBM Medan,BMSM,MDA-SPJ-22007025,30/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,6,0,564000,0,0,0,0,564000,45413,2106335,3,EKO SURYA D (MTI)
680,SALES,1403215,SINAR RAYA.Ap,JL. KAPTEN MUSLIM NO. 234-C,MEDAN,DBM Medan,AAPR,MDA-SPJ-22007047,30/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,48,0,1776000,8,0,0,0,1633920,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
681,RETUR,14000959,CITRA FARMA. AP,JL. AR. HAKIM  NO. 167 B-C,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001195,31/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,IRPAN GUNAWAN (AP & RS)
682,RETUR,14000959,CITRA FARMA. AP,JL. AR. HAKIM  NO. 167 B-C,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001195,31/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
683,RETUR,1409996,DJAYA FARMA.Ap,JL. B. ZEIN HAMID KM. 8 NO. 8 E / 440,,DBM Medan,AAPR,MDA-RPJ-22001196,31/03/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,3,IRPAN GUNAWAN (AP & RS)
684,RETUR,1409996,DJAYA FARMA.Ap,JL. B. ZEIN HAMID KM. 8 NO. 8 E / 440,,DBM Medan,AAPR,MDA-RPJ-22001196,31/03/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,3,IRPAN GUNAWAN (AP & RS)
685,RETUR,1403470,MEGA SAKTI.TO,JL. DUYUNG NO. 84 D/114,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001197,31/03/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,-3,0,-240000,15,10,0,0,-180000,44621,1903340,3,"MUHAMMAD HAIRUL (TSE DUO MDN)"
686,SALES,1411223,PHALMA AGUNG.Ap,JL. SEI MERAH DUSUN II DAGANG KARAWANG,T. MORAWA,DBM Medan,AAPR,MDA-SPJ-22007140,31/03/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,444000,8,0,0,1,404395.2,45078,2201001,3,FITRI HANDAYANI (TSE DUO MEDAN
